,Open,High,Low,Close,Volume
2015-05-27,9.045947686303954,9.16317367553711,9.006872356559569,9.16317367553711,16905752
2015-05-28,9.133867093387225,9.192479620150117,9.104559898376465,9.104559898376465,12039041
2015-05-29,8.997103365863264,9.08502309142492,8.811495780944824,8.811495780944824,17063519
2015-06-01,8.772419838915823,8.80172703625724,8.508661584248802,8.567275047302246,10708598
2015-06-02,8.596581172468138,8.733344364641237,8.596581172468138,8.664962768554688,11376596
2015-06-03,8.713806765800545,8.860339016880934,8.694268635454183,8.831032752990723,17217274
2015-06-04,8.645425317113615,8.870108230070086,8.645425317113615,8.860339164733887,17695594
2015-06-05,8.870108517185145,8.889646648489968,8.713807193264074,8.79195785522461,13920487
2015-06-08,8.029988970802204,8.235134705036804,8.02021990449831,8.22536563873291,12704294
2015-06-09,8.274209285612924,8.3621290110878,8.19605862555289,8.205826759338379,12730658
2015-06-10,8.31328473455714,8.479355122467542,8.283977537893398,8.410972595214844,15450527
2015-06-11,8.51843085516427,8.557506187597756,8.489123657117098,8.547737121582031,14934275
2015-06-12,8.547737121582031,8.547737121582031,8.459817390699339,8.547737121582031,8142285
2015-06-15,8.498892173186675,8.508661238570262,8.371897118088093,8.38166618347168,5900720
2015-06-16,8.489122561898428,8.577042281438214,8.479354428772345,8.51842975616455,15683438
2015-06-17,8.60634951526266,8.655192976005454,8.577042320861828,8.645424842834473,8490468
2015-06-18,8.723576317953567,8.772419783287418,8.694269120797996,8.74311351776123,7139147
2015-06-19,8.772419293580967,8.840801818163904,8.762651160037118,8.831032752990723,13578669
2015-06-22,8.92872244329846,8.92872244329846,8.821264578798482,8.879878044128418,8870756
2015-06-23,8.840802311687701,8.840802311687701,8.733344452042708,8.74311351776123,7721756
2015-06-24,8.870108750077002,8.918953147992129,8.840802483979685,8.899415016174316,8176757
2015-06-25,8.938490287794787,8.958028419480605,8.860339624310305,8.948259353637695,12466664
2015-06-26,8.89941524481878,8.948259643988822,8.879878044128418,8.879878044128418,9217605
2015-06-29,8.733344216473624,8.762651412838675,8.625887291356506,8.635656356811523,10255107
2015-06-30,8.674732123357963,8.694269323621398,8.528198929049873,8.59658145904541,12014184
2015-07-01,8.723576024203828,8.821263883211461,8.674731628885334,8.684500694274902,11275134
